       1	   1	 221	 148	 182	  71	  17	  18	 207	 207	  79	  73
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  79	  73
       1	   1	 222	 148	 181	  71	  17	  18	 207	 207	  79	  73
       1	   1	 222	 147	 182	  70	  18	  18	 207	 207	  79	  73
       1	   1	 222	 148	 182	  70	  17	  18	 207	 207	  79	  73
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 149	 182	  70	  18	  18	 207	 207	  79	  75
       1	   1	 222	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  69	  18	  18	 208	 207	  79	  75
       1	   1	 223	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 149	 182	  70	  18	  18	 207	 207	  79	  73
       1	   1	 222	 148	 181	  71	  17	  18	 206	 207	  79	  73
       1	   1	 222	 147	 182	  70	  18	  19	 206	 207	  79	  73
       1	   1	 222	 148	 181	  70	  17	  18	 206	 207	  79	  73
       1	   1	 223	 149	 182	  69	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 147	 182	  71	  18	  18	 206	 207	  79	  72
       1	   1	 222	 148	 181	  71	  17	  18	 206	 207	  79	  73
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  79	  73
       1	   1	 223	 149	 181	  70	  18	  18	 207	 207	  79	  74
       1	   1	 224	 150	 182	  69	  18	  18	 208	 208	  78	  76
       1	   1	 224	 150	 182	  69	  18	  18	 208	 208	  78	  75
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  78	  74
       1	   1	 221	 147	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 221	 148	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  69	  18	  18	 208	 207	  79	  74
       1	   1	 223	 149	 182	  69	  18	  18	 208	 208	  79	  75
       1	   1	 223	 149	 182	  69	  18	  18	 208	 207	  79	  74
       1	   1	 223	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 223	 149	 182	  70	  18	  18	 208	 207	  79	  75
       1	   1	 223	 149	 182	  69	  18	  18	 208	 207	  79	  75
       1	   1	 222	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 148	 182	  70	  18	  18	 207	 207	  79	  73
       1	   1	 222	 148	 181	  71	  17	  18	 207	 207	  79	  73
       1	   1	 221	 146	 181	  71	  17	  19	 206	 206	  80	  72
       1	   1	 221	 146	 181	  71	  17	  18	 206	 207	  79	  72
       1	   1	 221	 147	 181	  71	  18	  19	 206	 207	  80	  72
       1	   1	 221	 147	 181	  71	  17	  18	 206	 207	  80	  73
       1	   1	 221	 146	 181	  72	  17	  19	 206	 206	  80	  71
       1	   1	 221	 146	 181	  72	  17	  18	 206	 207	  79	  71
       1	   1	 221	 147	 181	  71	  18	  19	 206	 207	  79	  71
       1	   1	 222	 148	 181	  71	  18	  18	 207	 207	  79	  73
       1	   1	 223	 149	 182	  70	  18	  18	 208	 207	  79	  74
       1	   1	 222	 149	 182	  70	  18	  18	 207	 207	  79	  74
       1	   1	 222	 149	 182	  70	  18	  18	 208	 207	  79	  75
       1	   1	 221	 148	 182	  70	  18	  18	 207	 207	  79	  75
       1	   1	 221	 148	 182	  70	  18	  18	 207	 207	  79	  75
       1	   1	 221	 148	 182	  70	  18	  18	 207	 207	  79	  75
